,user_id,monthly_income,monthly_outcome,class,institution,account_type,credit_type,total_credit_payments,payment_frequency,amount_to_pay_next_payment,account_opening_date,maximum_credit_amount,current_balance,credit_limit,worst_delinquency_date,worst_delinquency_estimated,worst_delinquency_past_due_estimated,payments_per_year,loan_term,loan_amount,_has_account_closing_date
5005,270,19855,53304,0,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,1/18/16,8004.0,0.0,8004.0,No,0.0,0.0,26,0.38461538461538464,8004.0,1
5006,270,19855,53304,0,BANCOS,Pagos Fijos,Préstamo Personal ,12.0,Catorcenal,0.0,6/9/16,10007.0,0.0,0.0,No,0.0,0.0,26,0.46153846153846156,10007.0,1
5007,270,19855,53304,0,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,11/29/16,10197.0,0.0,0.0,No,0.0,0.0,26,0.38461538461538464,10197.0,1
5016,270,19855,53304,0,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,711.0,6/15/13,711.0,5211.0,0.0,Missing,25.0,5211.0,12,0.08333333333333333,208.44,0
5018,270,19855,53304,0,BANCO,Pagos Fijos,Préstamo de Nomina,119.0,Quincenal,0.0,7/30/13,299300.0,0.0,0.0,Missing,25.0,243056.0,24,4.958333333333333,1156946.56,1
5019,270,19855,53304,0,BANCO,Pagos Fijos,Préstamo de Nomina,119.0,Quincenal,0.0,4/5/14,295300.0,0.0,0.0,Missing,25.0,178947.0,24,4.958333333333333,851787.72,1
5020,270,19855,53304,0,BANCO,Pagos Fijos,Préstamo de Nomina,119.0,Quincenal,0.0,3/7/13,86000.0,0.0,0.0,Missing,25.0,61549.0,24,4.958333333333333,292973.24,1
5021,270,19855,53304,0,BANCO,Pagos Fijos,Préstamo de Nomina,119.0,Quincenal,0.0,3/7/12,90800.0,0.0,0.0,Missing,25.0,45556.0,24,4.958333333333333,216846.56,1
5026,270,19855,53304,0,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,36.0,Mensual,0.0,6/15/12,196019.0,0.0,0.0,No,0.0,0.0,12,3.0,196019.0,1
5061,273,3796,6633,1,SERVICIO DE TELEVISION DE PAGA,Pagos Fijos,Línea de Crédito,18.0,Mensual,449.0,2/3/16,449.0,449.0,0.0,No,0.0,0.0,12,1.5,8082.0,0
5083,278,946,8563,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Tarjeta Departamental,6.0,Quincenal,0.0,10/15/11,1600.0,0.0,1600.0,No,0.0,0.0,24,0.25,1600.0,1
5157,283,1573,4527,1,TIENDA DE ROPA,Pagos Fijos,Crédito al Consumo,5.0,Semanal,0.0,3/8/99,673.0,0.0,0.0,No,0.0,0.0,52,0.09615384615384616,673.0,1
5158,283,1573,4527,1,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,41.0,Semanal,0.0,11/12/11,7000.0,0.0,0.0,No,0.0,0.0,52,0.7884615384615384,7000.0,1
5159,283,1573,4527,1,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,41.0,Semanal,0.0,3/7/13,4000.0,0.0,0.0,10/31/13,9.0,2281.0,52,0.7884615384615384,10391.222222222223,1
5160,283,1573,4527,1,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,51.0,Semanal,0.0,7/20/13,8000.0,0.0,0.0,7/31/14,31.0,10800.0,52,0.9807692307692307,17767.74193548387,1
5163,283,1573,4527,1,BANCO,Pagos Fijos,Préstamo Personal ,43.0,Quincenal,1028.0,12/14/17,25500.0,25313.0,0.0,No,0.0,0.0,24,1.7916666666666667,44204.0,0
5164,283,1573,4527,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,60.0,Mensual,6330.0,1/25/18,216970.0,214613.0,0.0,No,0.0,0.0,12,5.0,379800.0,0
5190,286,5150,45263,1,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,1.0,Mensual,0.0,12/31/11,6946.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,6946.0,1
5191,286,5150,45263,1,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,1.0,Mensual,0.0,12/30/11,70.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,70.0,1
5292,290,62150,95050,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Arrendamiento,78.0,Semanal,0.0,4/29/12,16032.0,0.0,0.0,No,0.0,0.0,52,1.5,16032.0,1
5293,290,62150,95050,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Arrendamiento,78.0,Semanal,0.0,4/29/12,260.0,0.0,0.0,No,0.0,0.0,52,1.5,260.0,1
5294,290,62150,95050,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Línea de Crédito,52.0,Semanal,0.0,5/9/12,2468.0,0.0,0.0,8/22/12,8.0,96.0,52,1.0,624.0,1
5295,290,62150,95050,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Arrendamiento,52.0,Semanal,0.0,5/1/12,14319.0,0.0,0.0,8/21/12,12.0,550.0,52,1.0,2383.3333333333335,1
5296,290,62150,95050,1,KONFIO,Pagos Fijos,Préstamo Personal ,24.0,Quincenal,0.0,4/27/17,90000.0,0.0,0.0,No,0.0,0.0,24,1.0,90000.0,1
5297,290,62150,95050,1,BANCOS,Pagos Fijos,Compra de Automóvil,60.0,Mensual,4792.0,1/3/17,221061.0,202713.0,0.0,No,0.0,0.0,12,5.0,287520.0,0
5298,290,62150,95050,1,COOPERATIVA DE AHORRO Y CREDITO,Pagos Fijos,Préstamo Personal ,36.0,Mensual,0.0,3/13/09,35000.0,0.0,0.0,6/30/11,12.0,11145.0,12,3.0,33435.0,1
5309,290,62150,95050,1,FINANCIERA,Pagos Fijos,Física Actividad Empresarial,9.0,Mensual,0.0,11/29/13,20168.0,0.0,0.0,No,0.0,0.0,12,0.75,20168.0,1
5310,290,62150,95050,1,FINANCIERA,Pagos Fijos,Física Actividad Empresarial,25.0,Mensual,0.0,7/22/10,500000.0,0.0,0.0,No,0.0,0.0,12,2.0833333333333335,500000.0,1
5311,290,62150,95050,1,FINANCIERA,Pagos Fijos,Física Actividad Empresarial,11.0,Mensual,0.0,1/30/13,38579.0,0.0,0.0,No,0.0,0.0,12,0.9166666666666666,38579.0,1
5313,290,62150,95050,1,FINANCIERA,Pagos Fijos,Física Actividad Empresarial,8.0,Mensual,0.0,6/13/11,150000.0,0.0,0.0,No,0.0,0.0,12,0.6666666666666666,150000.0,1
5468,300,96,2577,0,BANCO,Pagos Fijos,Bienes Raíces,1.0,Mensual,0.0,5/14/13,15238.0,0.0,15238.0,No,0.0,0.0,12,0.08333333333333333,15238.0,1
5469,300,96,2577,0,ADMINISTRADORAS DE CARTERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,2146.0,4/24/16,2146.0,2146.0,2146.0,4/30/16,14.0,2146.0,12,0.08333333333333333,153.28571428571428,0
5470,300,96,2577,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Quincenal,0.0,11/26/13,1000.0,0.0,1000.0,No,0.0,0.0,24,0.041666666666666664,1000.0,1
5497,303,242,1591,0,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,6/13/16,7197.0,0.0,0.0,No,0.0,0.0,26,0.38461538461538464,7197.0,1
5498,303,242,1591,0,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,10/31/16,9196.0,0.0,0.0,No,0.0,0.0,26,0.38461538461538464,9196.0,1
5499,303,242,1591,0,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,3/17/17,13003.0,0.0,0.0,4/30/17,1.0,1637.0,26,0.38461538461538464,16370.0,1
5500,303,242,1591,0,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,1297.0,8/9/17,10302.0,7713.0,0.0,No,0.0,0.0,26,0.38461538461538464,12970.0,0
5509,303,242,1591,0,ADMINISTRADORAS DE CARTERA,Pagos Fijos,Tarjeta de Crédito,1.0,Mensual,39278.0,10/31/12,39278.0,39278.0,39278.0,11/30/13,23.0,39278.0,12,0.08333333333333333,1707.7391304347825,0
5516,304,155,42447,1,BANCO,Pagos Fijos,Préstamo de Nomina,72.0,Quincenal,5979.0,9/1/16,350000.0,249154.0,260500.0,No,0.0,0.0,24,3.0,430488.0,0
5522,304,155,42447,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,11/20/08,907.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,907.0,0
5523,304,155,42447,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,11/5/08,4520.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,4520.0,0
5530,304,155,42447,1,BANCO,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,4/10/12,35003.0,0.0,0.0,No,0.0,0.0,12,1.0,35003.0,1
5533,304,155,42447,1,FINANCIERA,Pagos Fijos,Línea de Crédito,24.0,Mensual,0.0,1/25/10,128459.0,0.0,128459.0,No,0.0,0.0,12,2.0,128459.0,1
5647,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,10/12/05,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5648,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,2/14/08,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5649,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,12/18/05,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5650,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,12/15/06,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5651,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,3/26/06,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5652,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,4/23/06,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5653,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,5/20/06,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5654,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,10/1/06,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5655,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,6/24/07,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5656,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,7/5/07,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5657,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,7/8/07,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5658,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,7/8/07,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5659,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,9/6/07,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5660,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,10/14/07,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5661,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,12/2/07,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5662,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,12/22/07,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5663,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,5/9/08,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5664,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,4/12/08,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5665,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,4/30/08,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5666,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,7/9/08,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5667,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,8/9/08,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5668,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,3/25/09,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5669,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,5/3/09,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5670,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,5/17/09,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5671,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,9/13/09,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5672,307,6306,115307,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,3/15/10,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
5675,307,6306,115307,1,BANCO,Pagos Fijos,Línea de Crédito,36.0,Mensual,1574.0,6/3/15,36500.0,18646.0,0.0,No,0.0,0.0,12,3.0,56664.0,0
5678,307,6306,115307,1,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,13.0,Mensual,554.0,4/5/17,13307.0,5880.0,0.0,No,0.0,0.0,12,1.0833333333333333,7202.0,0
5679,307,6306,115307,1,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,30.0,Mensual,876.0,4/5/17,26279.0,18313.0,0.0,No,0.0,0.0,12,2.5,26280.0,0
5687,307,6306,115307,1,BANCO,Pagos Fijos,Préstamo de Nomina,59.0,Mensual,2511.0,6/19/14,62600.0,42716.0,0.0,No,0.0,0.0,12,4.916666666666667,148149.0,0
5691,307,6306,115307,1,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,21.0,Mensual,0.0,6/25/15,49441.0,0.0,0.0,No,0.0,0.0,12,1.75,49441.0,1
5695,307,6306,115307,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,60.0,Mensual,0.0,1/28/14,28271.0,0.0,201939.0,No,0.0,0.0,12,5.0,28271.0,1
5697,307,6306,115307,1,BANCO,Pagos Fijos,Préstamo de Nomina,72.0,Quincenal,0.0,6/1/11,51000.0,0.0,51000.0,No,0.0,0.0,24,3.0,51000.0,1
5700,307,6306,115307,1,BANCO,Pagos Fijos,Préstamo Personal ,59.0,Mensual,0.0,4/5/11,55500.0,0.0,0.0,No,0.0,0.0,12,4.916666666666667,55500.0,1
6078,315,528,1089,1,BANCOS,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,7/1/15,1000.0,0.0,1000.0,6/30/16,2.0,108.0,12,1.0,648.0,1
6079,315,528,1089,1,BANCOS,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,3/10/16,5500.0,0.0,5500.0,9/30/17,9.0,2036.0,12,1.0,2714.666666666667,1
6086,316,1080,11600,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Línea de Crédito,39.0,Semanal,1061.0,5/10/16,4079.0,1885.0,0.0,8/30/16,25.0,1238.0,52,0.75,1931.2800000000002,0
6089,316,1080,11600,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,1.0,5/2/16,1138.0,1.0,0.0,No,0.0,0.0,12,0.08333333333333333,1.0,0
6092,317,7029,2707,0,ADMINISTRADORAS DE CARTERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,44224.0,10/31/12,44224.0,44224.0,44224.0,11/30/13,24.0,44224.0,12,0.08333333333333333,1842.6666666666667,0
6093,317,7029,2707,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,3.0,Quincenal,2825.0,4/29/16,2000.0,2825.0,2000.0,6/30/16,19.0,2825.0,24,0.125,446.05263157894734,0
6094,317,7029,2707,0,FINANCIERA,Pagos Fijos,Préstamo Personal ,60.0,Mensual,3180.0,11/4/16,98000.0,98207.0,98000.0,No,0.0,0.0,12,5.0,190800.0,0
6095,317,7029,2707,0,FINANCIERA,Pagos Fijos,Préstamo Personal ,18.0,Mensual,1464.0,3/4/17,12174.0,12174.0,0.0,No,0.0,0.0,12,1.5,26352.0,0
6096,317,7029,2707,0,BANCO,Pagos Fijos,Préstamo de Nomina,48.0,Mensual,1135.0,7/26/16,85000.0,78439.0,0.0,No,0.0,0.0,12,4.0,54480.0,0
6150,321,74433,93866,1,BANCO,Pagos Fijos,Préstamo Personal ,119.0,Quincenal,614.0,11/21/14,31800.0,26027.0,0.0,No,0.0,0.0,24,4.958333333333333,73066.0,0
6158,321,74433,93866,1,BANCO,Pagos Fijos,Préstamo Personal ,19.0,Quincenal,614.0,11/21/14,31800.0,23200.0,0.0,No,0.0,0.0,24,0.7916666666666666,11666.0,0
6271,328,245298,4123,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,53.0,Semanal,0.0,8/15/05,15105.0,0.0,0.0,No,0.0,0.0,52,1.0192307692307692,15105.0,1
6272,328,245298,4123,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,39.0,Semanal,0.0,6/29/06,14235.0,0.0,0.0,12/14/06,6.0,2395.0,52,0.75,15567.5,1
6274,329,24197,20496,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,215.0,4/23/16,467.0,215.0,0.0,No,0.0,0.0,12,0.08333333333333333,215.0,0
6315,334,2941,1768,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,13.0,Mensual,3390.0,4/18/15,3390.0,3390.0,13146.0,9/30/16,6.0,3390.0,12,1.0833333333333333,7345.0,0
6317,334,2941,1768,0,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,24.0,Mensual,0.0,1/6/10,10000.0,0.0,0.0,No,0.0,0.0,12,2.0,10000.0,1
6319,335,29,27782,1,BANCO,Pagos Fijos,Línea de Crédito,36.0,Mensual,1672.0,6/15/17,35000.0,34440.0,0.0,No,0.0,0.0,12,3.0,60192.0,0
6333,337,658,3678,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,104.0,Semanal,304.0,1/10/17,12388.0,12190.0,0.0,No,0.0,0.0,52,2.0,31616.0,0
6335,337,658,3678,1,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,7/31/01,619.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,619.0,0
6336,337,658,3678,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,12.0,Mensual,863.0,1/16/17,6000.0,6791.0,6000.0,No,0.0,0.0,12,1.0,10356.0,0
6399,343,3223,2483,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Línea de Crédito,52.0,Semanal,5404.0,5/21/08,7256.0,5404.0,0.0,5/20/09,95.0,8816.0,52,1.0,4825.599999999999,0
6442,347,3813,4392,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,4552.0,5/21/14,3000.0,4552.0,0.0,1/31/17,13.0,4552.0,12,0.08333333333333333,350.15384615384613,0
6444,347,3813,4392,0,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,2283.0,3/29/13,2283.0,6783.0,0.0,Missing,22.0,6783.0,12,0.08333333333333333,308.3181818181818,0
6446,347,3813,4392,0,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,2/4/14,2000.0,0.0,2000.0,No,0.0,0.0,12,0.08333333333333333,2000.0,1
6447,347,3813,4392,0,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,1/6/14,2000.0,0.0,2000.0,No,0.0,0.0,12,0.08333333333333333,2000.0,1
6448,347,3813,4392,0,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,3/10/14,2600.0,0.0,2600.0,No,0.0,0.0,12,0.08333333333333333,2600.0,1
6449,347,3813,4392,0,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,4/14/14,3000.0,0.0,3000.0,No,0.0,0.0,12,0.08333333333333333,3000.0,1
6455,349,12487,38782,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,52.0,Semanal,396.0,2/4/17,20592.0,7920.0,0.0,8/19/17,3.0,807.0,52,1.0,13988.0,0
6456,349,12487,38782,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,52.0,Semanal,30.0,2/4/17,1560.0,600.0,0.0,8/19/17,3.0,61.0,52,1.0,1057.3333333333333,0
6457,349,12487,38782,1,MERCANCIA PARA LA CONSTRUCCION,Pagos Fijos,Préstamo Personal ,52.0,Semanal,0.0,2/4/17,20592.0,0.0,0.0,7/1/17,9.0,808.0,52,1.0,4668.444444444444,1
6458,349,12487,38782,1,MERCANCIA PARA LA CONSTRUCCION,Pagos Fijos,Préstamo Personal ,52.0,Semanal,0.0,2/4/17,1560.0,0.0,0.0,7/1/17,9.0,61.0,52,1.0,352.44444444444446,1
6459,349,12487,38782,1,SERVICIO DE TELEVISION DE PAGA,Pagos Fijos,Línea de Crédito,18.0,Mensual,459.0,4/27/16,459.0,485.0,0.0,No,0.0,0.0,12,1.5,8262.0,0
6460,349,12487,38782,1,SERVICIO DE TELEVISION DE PAGA,Pagos Fijos,Línea de Crédito,14.0,Mensual,415.0,3/31/17,415.0,415.0,0.0,6/30/17,2.0,1036.0,12,1.1666666666666667,7252.0,0
6461,349,12487,38782,1,SERVICIO DE TELEVISION DE PAGA,Pagos Fijos,Línea de Crédito,18.0,Mensual,799.0,8/16/13,799.0,1598.0,0.0,4/30/16,2.0,1598.0,12,1.5,14382.0,0
6471,349,12487,38782,1,AUTOMOTRIZ,Pagos Fijos,Arrendamiento Automotriz,60.0,Mensual,0.0,7/31/16,236500.0,0.0,0.0,No,0.0,0.0,12,5.0,236500.0,0
6494,352,40453,10478,0,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,7/21/08,4229.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,4229.0,1
6495,352,40453,10478,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,3/8/03,8400.0,0.0,8400.0,No,0.0,0.0,12,1.0,8400.0,1
6502,353,12580,3939,0,SERVICIO DE TELEVISION DE PAGA,Pagos Fijos,Línea de Crédito,2.0,Mensual,599.0,11/30/15,599.0,977.0,0.0,3/31/16,18.0,977.0,12,0.16666666666666666,108.55555555555556,0
6503,353,12580,3939,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,2.0,Quincenal,2100.0,6/29/16,1600.0,2100.0,1600.0,8/31/16,35.0,2100.0,24,0.08333333333333333,120.0,0
6504,353,12580,3939,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,39.0,Semanal,0.0,7/19/06,15405.0,0.0,0.0,2/29/12,37.0,24343.0,52,0.75,25658.83783783784,1
6505,353,12580,3939,0,BANCOS,Pagos Fijos,Línea de Crédito,78.0,Semanal,0.0,8/1/06,780.0,0.0,0.0,6/4/10,69.0,942.0,52,1.5,1064.8695652173913,1
6570,355,1609675,1268998,1,BANCOS,Pagos Fijos,Préstamo Personal ,36.0,Mensual,10164.0,9/30/16,212765.0,180224.0,0.0,No,0.0,0.0,12,3.0,365904.0,0
6586,355,1609675,1268998,1,ARRENDAMIENTO,Pagos Fijos,Arrendamiento Automotriz,48.0,Mensual,6147.0,2/19/14,159000.0,52330.0,235737.0,No,0.0,0.0,12,4.0,295056.0,0
6587,355,1609675,1268998,1,BANCO,Pagos Fijos,Préstamo de Nomina,119.0,Quincenal,0.0,6/28/12,79200.0,0.0,0.0,No,0.0,0.0,24,4.958333333333333,79200.0,1
6595,355,1609675,1268998,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,60.0,Mensual,0.0,5/26/10,135120.0,0.0,135120.0,No,0.0,0.0,12,5.0,135120.0,1
6600,355,1609675,1268998,1,FINANCIERA,Pagos Fijos,Arrendamiento Automotriz,48.0,Mensual,0.0,2/19/14,159000.0,0.0,235737.0,No,0.0,0.0,12,4.0,159000.0,1
6604,355,1609675,1268998,1,BANCO,Pagos Fijos,Préstamo Personal ,36.0,Mensual,0.0,1/27/12,320000.0,0.0,0.0,No,0.0,0.0,12,3.0,320000.0,1
6711,361,404,1123,1,BANCOS,Pagos Fijos,Préstamo Personal ,12.0,Semanal,0.0,12/10/14,5011.0,0.0,5011.0,No,0.0,0.0,52,0.23076923076923078,5011.0,1
6712,361,404,1123,1,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,4/1/15,6081.0,0.0,6081.0,No,0.0,0.0,52,0.3076923076923077,6081.0,1
6713,361,404,1123,1,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,7/22/15,7070.0,0.0,7070.0,No,0.0,0.0,52,0.3076923076923077,7070.0,1
6714,361,404,1123,1,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,11/11/15,5070.0,0.0,5070.0,No,0.0,0.0,52,0.3076923076923077,5070.0,1
6715,361,404,1123,1,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,31.0,Semanal,330.0,9/27/17,5500.0,5275.0,0.0,No,0.0,0.0,52,0.5961538461538461,10230.0,0
6716,361,404,1123,1,MERCANCIA PARA LA CONSTRUCCION,Pagos Fijos,Préstamo Personal ,80.0,Semanal,0.0,10/21/15,11360.0,0.0,0.0,5/24/17,64.0,796.0,52,1.5384615384615385,995.0,1
6717,361,404,1123,1,MERCANCIA PARA LA CONSTRUCCION,Pagos Fijos,Línea de Crédito,80.0,Semanal,0.0,10/21/15,400.0,0.0,0.0,5/24/17,64.0,36.0,52,1.5384615384615385,45.0,1
